name,rating,type
Smokin,4.0,Unflavored Vodka
Stagg Jr. Barrel Proof Bourbon Batch 12,4.0,Flavored Vodka
Glengoyne 9 Year Old (That Boutique-y Whisky Company) ,4.0,Flavored Vodka
Aalborg Jubileum Akvavit,4.0,Peated Single Malt
Tommy Rotter Triple Barrel American Whiskey,4.0,Single Malt
Smoke Wagon,4.0,Single Malt
Gilde Juleaquavit 2019,4.0,Unflavored Vodka
Aberlour Casg Annamh (Batch 3),4.0,Bourbon
Boplaas Single Grain 6 Year,4.0,Blended American Whiskey
Boplaas Single Grain 6 Year,4.0,Blended American Whiskey
Chankaska Spirits Ranch Road Hard Hops Nut Brown,4.0,Flavored Whiskey
John Dekuyper & Sons Fleur Premium Elderflower Liqueur,4.0,Aged Rum
John Dekuyper Pêche Premium White Peach Liqueur,4.0,Aged Rum
Chankaska Spirits Ranch Road Barrel Gin,4.0,Aged Rum
J. Carver Rye Whiskey,4.0,Aged Rum
Milk & Honey Single Cask Single Malt (The Whisky Show London 2019 Edition),4.0,Flavored Rum
"Old Carter American Whiskey, 12 Years Old: Batch 2",4.0,Unflavored Vodka
Redbreast Small Batch Cask Strength Batch C,4.0,Barrel-Aged Gin
Jimsher from Saperavi Casks,4.0,Unflavored Vodka
Highland Queen Majesty Rum Cask Finish,4.0,Navy-Strength Gin
Highland Queen Majesty Rum Cask Finish,4.0,Coffee Liqueurs
Le Single Malt,4.0,Flavored Vodka
Orange County Aged Rye,4.0,Unflavored Vodka
Black Dirt 4 Year Single Barrel Bourbon ,4.0,Modern Gin
Black Dirt Rye,4.0,Spiced Rum
Berkshire Mountain Race Brook,4.0,Silver Rum
Black Dirt Bloody Butcher Single Barrel Bourbon,4.0,Silver Rum
Gin Pig,4.0,Coffee Liqueurs
Santo Puro,4.0,Chocolate Liqueurs
Milk & Honey Young Single Malt The Last One,4.0,Herbal/Spice Liqueurs
Rumbullion! XO 15 year old,4.0,Silver Rum
Rumbullion! XO 15 year old,4.0,Gold Rum
WarPigs Smouldering Holes Cask Finish,4.0,Aged Rum
Mikkeller Beer Geek Vanilla Shake Cask Finish,4.0,White
Zuidam Millstone 92 Rye Whisky,4.0,Gold Rum
Alexander Murray Monumental,4.0,Spiced Rum
Wild Turkey Kentucky Straight Bourbon (Australasian Edition),4.0,White
That Boutique-y Whisky Company Bourbon Whiskey No. 1 24 year old batch 1,4.0,Bourbon
Whiskey Acres Rye,4.0,Flavored Vodka
Clyde May’s Cask Strength Aged 11 years,4.0,Flavored Vodka
Macallan Triple Cask Matured 15,4.0,Rye
Royal Salute 25 Year The Treasured Blend,4.0,Flavored Whiskey
Royal Salute 25 Year The Treasured Blend,4.0,Flavored Whiskey
Royal Salute The Time Series 52 Year Single Cask Finish,4.0,Flavored Whiskey
Maker's Mark Heinemann Private Select,4.0,Flavored Whiskey
La Hechicera Serie Experimental No 1 The Muscat Experiment ,4.0,Other Agave
Nikka Miyagikyo Single Malt Limited Edition 2019,4.0,Unflavored Vodka
Nikka Yoichi Single Malt Limited Edition 2019,4.0,Other Agave
Montecristo 12 Year Old Rum,4.0,Modern Gin
Old Pulteney 10 Year Traveller's Exclusive,4.0,Unflavored Vodka
Cuestion Anejo,4.0,White
Cuestion Reposado,4.0,Bitter Liqueurs
Cuestion Blanco ,4.0,Blended American Whiskey
Cuestion Blanco ,4.0,Herbal/Spice Liqueurs
Rothaus Black Forest Single Malt Whisky,4.0,Single Malt
Langatun THE REVENGE,4.0,Herbal/Spice Liqueurs
Whistlepig Single Barrel Rye,4.0,Unflavored Vodka
Bully Boy Private Cask,4.0,Single Malt
Jagermeister Scharf,4.0,London Dry Gin
Moncreiffe signature,4.0,Single Malt
Very Old St. Nick 12 Year Single Batch Lot 2,4.0,Amaro
Balcones Texas Rye Cask Strength Single Barrel (Spec’s Pick),4.0,Bourbon
Barrell Bourbon New Year 2020,4.0,Rye
Duc De Normandie Calvados,4.0,Flavored Rum
Duc De Normandie Calvados,4.0,Flavored Whiskey
Ezra Brooks Bourbon Cream,4.0,Bourbon
Rumbulion Navy-strength ,4.0,Bourbon
Crater Lake Dry Gin Reserve,4.0,Bourbon
Guajiro Ronmiel de Canarias,4.0,Rye
Ginger liqueur New deal distillery ,4.0,Other Whiskey
Saint Lucia Pot Still,4.0,Single Malt
BenRiach 10 Year Old 2008 Cask 7865 Batch 16 South African Wine Barrique,4.0,Mezcal Joven
Lohin McKinnon Cocoa Aged Single Malt Whisky,4.0,Bourbon
Duquesne Rhum Agricole,4.0,Bourbon
Golden Devil Single Cask Monymonk,4.0,Blended
Golden Devil Single Cask Monymonk,4.0,Single Malt
Wright & Brown Rum,4.0,Tennessee
Watershed distillery,4.0,Single Malt
Barska,4.0,Blended
Rare Perfection 15 Years Old,4.0,Single Malt
ABK6 Cognac VS ,4.0,Peated Single Malt
Kokoro Gin,4.0,Modern Gin
Glenturret 28 - Old Particular,4.0,Distilled Gin
Klasik Tuzemák,4.0,Single Malt
Klasik Vodka,4.0,Aged Rum
Pure-true,4.0,Flavored Gin
Pure-true,4.0,London Dry Gin
Devils River Rye Whiskey,4.0,Peated Single Malt
Whiskey Del Bac winter release 2019,4.0,Single Malt
5 Sentidos Espadin Capon,4.0,Bourbon
5 Sentidos Tobala,4.0,Bourbon
5 Sentidos Papalometl,4.0,London Dry Gin
Michtner’s Bourbon,4.0,Distilled Gin
Duncan Taylor Invergordon 26 Yr 1990 (Cask No. 5180),4.0,Bourbon
Braeval Single Cask Edition,4.0,Bourbon
Club Caribe Silver,4.0,Bourbon
Rare Perfection 14 Years Old,4.0,Bourbon
Rare Perfection 14 Years Old,4.0,Single Malt
Jefferson’s Presidential Select Rye 25 Years,4.0,Other Whiskey
Hellboy hell water,4.0,Other Whiskey
KOKUSHI,4.0,Aged Rum
Deanston 23 Year Old Oloroso Matured,4.0,Other Whiskey
Sivo rebel le moonshine de rye,4.0,Single Malt
Ratu dark rum,4.0,Dark Rum
The Lakes Sloe Gin Liqueur,4.0,Single Malt
British Polo Gin Sloe Liqueur,4.0,Single Malt
Elijah Craig Small Batch Barrel Pick (Starks),4.0,Single Malt
Chilgrove,4.0,Single Malt
Chilgrove,4.0,Single Malt
Berrypickers,4.0,Bourbon
Grander 12 ,4.0,Modern Gin
Glendronach 1995 Astor Wines Cask 2381,4.0,Coffee Liqueurs
Darkness 8 year old,4.0,Single Malt
Whitmeyer’s Bourbon Rye,4.0,Rhum Agricole Vieux
Split Rock Gin,4.0,Modern Gin
Square Street Lancashire Gin,4.0,London Dry Gin
Old Port Rye Whiskey,4.0,Cognac
Split Rock Barrel Rested Gin,4.0,Wheat Whiskey
Cannabis Vodka L'Or,4.0,Bourbon
Cannabis Vodka L'Or,4.0,Bourbon
New Liberty Millstone,4.0,Armagnac
Three Wells Hard-Way bourbon,4.0,Rye
Trondhjems Aquavit,4.0,Rye
Novo Fogo Familia Special Calendar Blend,4.0,Single Malt
Short Path Distillery,4.0,Single Malt
Jonge Bols Graanjenever,4.0,Aged Rum
Badachro,4.0,Rye
A slice Gascony SMWS A4.3,4.0,Herbal/Spice Liqueurs
Fully loaded sweet trolley SMWS A5.3,4.0,American Single Malt
A two-way street SMWS 46.45,4.0,Bourbon
A two-way street SMWS 46.45,4.0,Bourbon
A dark jungle of flavour 36.122,4.0,Rye
Brugal,4.0,Canadian
A crunchy brunch SMWS 4.225,4.0,Single Malt
Planat XO Imperial,4.0,Flavored Vodka
A most luscious remedy SMWS 39.139,4.0,Single Malt
Volcanic Jam SMWS 4.229,4.0,Single Malt
Apple olive oil cake SMWS 13.49,4.0,American Single Malt
Dark and dangerously good SMWS 26.119,4.0,Single Malt
Bloody Mary on a dressing table SMWS 30.96,4.0,Single Malt
A walk in the park Smws 63.46,4.0,Spiced Rum
A walk in the park Smws 63.46,4.0,Bourbon
Peppery pears and praline SMWS 13.65,4.0,Herbal/Spice Liqueurs
The Remains of the Hay SMWS 115.10,4.0,Flavored Whiskey
Stone & Timber 12 Year,4.0,Single Malt
Bacardi Zombie Rum,4.0,Single Malt
Evan Williams Single Barrel Vintage 2011 Barrel #721,4.0,Single Malt
ÆBLEROV FRANKOFIL CIDER TOKAJI CASK,4.0,Single Malt
Perpetual Anagram Blueberry Cheesecake,4.0,Single Malt
Mikkeller Spirits Botanical Gin,4.0,Aged Rum
Stein Distillery 9 year old Ram Rye Whiskey,4.0,Single Malt
Stein Distillery Wallowa 100% Wheat Whiskey,4.0,Blended
Stein Distillery Wallowa 100% Wheat Whiskey,4.0,Single Malt
Stein Distillery RMEF Team Elk Blended Whiskey,4.0,Single Grain
Russell’s Reserve Single Barrel “Russell the Muscle”,4.0,Other Brandy
Stein Distillery Big Buck Blended Whiskey,4.0,Single Pot Still
Stein 5 year aged Bull Bourbon,4.0,Single Malt
Bull Bourbom 5 year aged,4.0,Peated Single Malt
Calvados Berneroy Fine,4.0,Other Liqueurs
First City Whiskey,4.0,Barrel-Aged Vodka
Cumberland Cask Experimental Ruby Cut,4.0,Other Liqueurs
Jefferson’s ocean aged at sea ,4.0,American Single Malt
Diamond Reserve Dememara Dark Rum,4.0,Fruit Liqueurs
Diamond Reserve Dememara Dark Rum,4.0,Single Grain
Amrut Single Cask (Bottled 2013),4.0,Flavored Vodka
Glen Moray Private Edition Hand Pour,4.0,Flavored Vodka
Old Pulteney Distillery Hand Bottle,4.0,Tequila Blanco
Jura rare vintage,4.0,Rye
The Ardmore aged 30 years,4.0,Flavored Whiskey
Domaine de Severin VO ,4.0,Spanish
Rhum Vieux Agricole,4.0,Spanish
Ampersand,4.0,Blended
Puerto de Indias Classic,4.0,Other Brandy
Autolytic For The People 41.116 (SMWS),4.0,Aged Rum
Autolytic For The People 41.116 (SMWS),4.0,Herbal/Spice Liqueurs
Tempus Fugit Crème de Noyaux,4.0,Aged Rum
Brigantia,4.0,Distilled Gin
Big Gin Peat Barreled,4.0,Rye
High West A Midwinter Nights Dram Act 7 Scene 2,4.0,Aged Rum
Ole Smokey Blackberry,4.0,White
Griffo Stony Point,4.0,Blended Malt
Slow & Low Rock & Rye Whiskey,4.0,Armagnac
Willett 6 years old 58.5% Straight Rye whiskey 2019,4.0,Single Malt
Willett 6 years old 65.6% Original Mash 2019,4.0,Distilled Gin
Tres Comas Añejo Tequila,4.0,Single Malt
Tres Comas Añejo Tequila,4.0,Bourbon
Cu Bocan Creation 1,4.0,Bourbon
High West High Country American Single Malt,4.0,Bourbon
The Lakes The Whiskymaker’s Reserve No. 2,4.0,Bourbon
Mezcal Molino de Pedro,4.0,Single Malt
Aberlour Casg Annamh (Batch 2),4.0,Bourbon
Talisker 35 Years Old 1977,4.0,Peated Single Malt
Archie Rose White Rye,4.0,Grappa/Marc 
Master of Malt Paul John 6 Year Cask 534,4.0,Single Malt
Malts of India Paul John 6 Year Cask 15068,4.0,Bourbon
That Boutique-y Whisky Company Paul John 6 Year Old Batch 3,4.0,Blended American Whiskey
That Boutique-y Whisky Company Paul John 6 Year Old Batch 3,4.0,Bourbon
Paul John Mars Orbiter,4.0,Single Malt
Paul John Christmas Edition 2019,4.0,Single Malt
Yahara Bay Barbados Rum,4.0,Single Malt
Dark Reserve Rum,4.0,Single Malt
Sugarlands Shine,4.0,Single Pot Still
True North Chocolate Vodka,4.0,Single Grain
True North Rye Vodka,4.0,Rye
Badlands Honey,4.0,Single Malt
Rock Creek Bourbon,4.0,Single Malt
Old Forge 10 yr,4.0,Blended
Old Forge 10 yr,4.0,Single Malt
PB&W,4.0,Distilled Gin
American Craft Pear Brandy,4.0,Aged Rum
Barrel Finished Peninsula,4.0,Rye
True North,4.0,Single Malt
Special Reserve,4.0,Gold Rum
Chairman's Reserve Master's Selection 19 Year,4.0,Flavored Gin
GlenDronach Traditionally Peated,4.0,Single Malt
Knob Creek Single Barrel Select Riverside Wine & Spirits Barrel Pick,4.0,Single Malt
Diamant EDDU,4.0,Peated Single Malt
Deadhead Dark Chocolate,4.0,Single Malt
Deadhead Dark Chocolate,4.0,London Dry Gin
Linkwood 24 (Adelphi 2014),4.0,Bourbon
Uerige Stickum Plus aged in Port Casks,4.0,Single Malt
Oak and Eden Bourbon & Vine,4.0,Bourbon
Mackmyra Moment Prestige,4.0,Single Malt
Haymen’s of London Gently Rested Gin,4.0,Single Malt
Laphroaig 10 year cask strength batch #011,4.0,Tequila Blanco
Expédition Gin Canada ,4.0,Rye
Bumblebee,4.0,Bourbon
J.J. Whitley,4.0,Bourbon
New Grove 8 years,4.0,Aged Rum
New Grove 8 years,4.0,Spirit
Glenallachie 10 year CS batch 3,4.0,Mezcal Joven
Bomberger's Declaration 2019,4.0,Bourbon
SMWS 41.121 ,4.0,Bourbon
"Hotel Tango Bourbon, Ready-To-Drink",4.0,Bourbon
J. Henry Anniversary Blend,4.0,Mezcal Joven
Maker’s Mark Private Select Oak Stave Selection By Total Wine & More,4.0,Bourbon
Lohin McKinnon Lightly Peated,4.0,Blended Malt
Catcotin Creek Roundstone Rye Maple Syrup Barrel Finish ,4.0,Aged Rum
Sibona amaro,4.0,Aged Rum
Postmodern,4.0,Blended Malt
Postmodern,4.0,Single Malt
Number Juan Silver,4.0,Cognac
Piehole,4.0,Blended American Whiskey
Mackmyra Intelligens,4.0,Blended
Ballast Point Fugu,4.0,Blended
The Bitter Truth Violet Liqueur,4.0,Single Malt
Tempus Fugit Liqueur de Violettes,4.0,Single Malt
Neeley Family Distillery Bourbon,4.0,White
Neeley Family Distillers Moonshine,4.0,Rye
SMWS G4.3,4.0,Rye
Copper & Kings apple brandy stout barrel,4.0,Bourbon
Copper & Kings apple brandy stout barrel,4.0,Bourbon
Copper & Kings apple brandy,4.0,Single Malt
Giffard Crème de Violette,4.0,Single Malt
J&B Ultima,4.0,Peated Single Malt
A.H. Riise Non Plus Ultra Sauternes Cask,4.0,Single Malt
Elijah Craig Small Batch: The Wine And Cheese Place Selection ,4.0,Mezcal Añejo
Blue Mairitius Gold,4.0,Bourbon
Port Charlotte 8yo reifferscheid,4.0,Rye
Traverse City Straight Wheat Whiskey,4.0,Bourbon
Knob Creek Single Barrel Select Gingerbread Sleigh Ride,4.0,Single Malt
Backbone Triple Down Light Whiskey,4.0,Peated Single Malt
Backbone Triple Down Light Whiskey,4.0,Bourbon
Ole Smoky Hunch Punch,4.0,London Dry Gin
Ole Smoky Harley Davidson Road House Charred Moonshine,4.0,American Single Malt
Czysta de Luxe Żoładkowa Gorzka,4.0,Single Malt
Steamboat Warrior Whiskey,4.0,Other Whiskey
Bacardi Gran Reserva 8 Year,4.0,Bourbon
Fair Game Beverage Co. No’Lasses,4.0,Aged Rum
Florida Old Reserve Rum Small Batch,4.0,Other Agave
Florida Mermaid Rum,4.0,Fruit Liqueurs
Chief’s Son 25 Words,4.0,Tennessee
McCallum’s Perfection Blended Scotch Whisky,4.0,Eau-de-Vie
McCallum’s Perfection Blended Scotch Whisky,4.0,Tequila Blanco
Dam Raider,4.0,Rye
Broad Branch Nobilium,4.0,Other Whiskey
Kilchoman 10 Year Old Single Cask,4.0,Bourbon
James Two Brothers,4.0,Aged Rum
Port Dundas 12,4.0,Bourbon
Jack Daniel's 125th anniversary edition,4.0,London Dry Gin
Kilo Kai Spiced Rum,4.0,White
Boone County Wheated Bourbon Single Barrel,4.0,Single Malt
Very Old St. Nick Estate 8 Year Reserve,4.0,Flavored Whiskey
Belgian Owl The Private Angels Limited Edition 5 years 46 %,4.0,Blended
Belgian Owl The Private Angels Limited Edition 5 years 46 %,4.0,Flavored Vodka
Ancnoc 2005 Royal Mile Whiskies Exclusive Single Cask 58.1%,4.0,London Dry Gin
Whitley Neill Raspberry,4.0,Peated Blended Malt
Kremlin Award,4.0,Aged Rum
Elijah Craig barrel proof batch 7,4.0,Fruit Liqueurs
B Barbados rum,4.0,Aged Rum
Eight Shires Accomac Spiced Rum,4.0,Blended Malt
1931 Rum 6th Edition,4.0,Mezcal Joven
1931 Rum 4th Edition,4.0,Other Liqueurs
Bristol Classic Demerara Rum 1998,4.0,Other Liqueurs
Habitation St Etienne Rum 2005,4.0,Mezcal Joven
Habitation St Etienne Rum 2005,4.0,Gold Rum
Ron Esclavo XO,4.0,Rye
Compañero Jamaica - Trinidad,4.0,Bourbon
Habitation Velier White Rhum,4.0,Bourbon
Cody Road Single Barrel Rye,4.0,Rye
Tres Hombres Rum Edition 13,4.0,Bourbon
Plantation Rum Old Reserve 2003,4.0,Rhum Agricole Vieux
The final trawl,4.0,Rye
Ultimatum Rum,4.0,Rhum Agricole Vieux
Clement Rhum Vieux Agricola,4.0,Cognac
Sweet black tea in the surgery,4.0,Other Brandy
Sweet black tea in the surgery,4.0,Bourbon
Reyka Eimad A Islandi,4.0,Single Malt
Cirrus,4.0,Single Malt
Peerless Rye Whiskey Single Barrel - Humidor,4.0,Peated Blended Malt
Mammoth Distilling Borrowed Time,4.0,Single Malt
Starlight Straight Bourbon Whiskey Port Barrel Finished,4.0,Single Malt
Mezcal Verde Momento,4.0,Single Malt
Revel Stoke Spiced,4.0,Bourbon
Gilde Juleaquavit 2018,4.0,Other Whiskey
Aquavit Ganmel Reserve,4.0,American Single Malt
Moskus Fjellakevitt,4.0,Single Malt
Moskus Fjellakevitt,4.0,Bourbon
Deep Eddy Orange,4.0,Rye
Skeleton Key,4.0,Other Whiskey
Skagerrak Nordic dry gin,4.0,Bourbon
Sabra Chocolate Orange Liqueur,4.0,Single Malt
Benriach single cask 1992 Tawny Port finish 22years,4.0,Distilled Gin
ARAK HADDAD ELITE,4.0,Tequila Añejo
BOWMORE 15 GOLDEN&ELEGANT,4.0,Distilled Gin
Arran 10 year old (2019),4.0,Bourbon
Mortlach 2007 spey side 11 years old,4.0,Tequila Añejo
Swell vodka,4.0,Distilled Gin
Swell vodka,4.0,Single Malt
Rod & Hammer Reserve Rye Whiskey,4.0,Unflavored Vodka
Vago Madrecuixe,4.0,Single Malt
Yuu Baal Madrecuixe,4.0,Peated Blended Malt
Glenburgie TWE Black Friday 21 yr,4.0,Single Malt
Gammel Opland Edel Madeira Cask,4.0,Single Malt
Resurgens Rye,4.0,Bourbon
Springbank 10 Year Local Barley (2019),4.0,Single Malt
Highland Park 1989 Connoisseur’s Choice (Gordon & Macphail),4.0,Bourbon
Kilkerran 8 Cask Strength (Sherry Cask 2019),4.0,Distilled Gin
Geo. Benz & Sons,4.0,Distilled Gin
Geo. Benz & Sons,4.0,Peated Single Malt
Noble Wolf,4.0,Single Malt
El Jolgorio Joven Karwinskii,4.0,Flavored Gin
Charrette Rhum Traditionnel,4.0,Bourbon
Hatozaki Small Batch Japanese Whiskey,4.0,Distilled Gin
king's court dry gin,4.0,Single Malt
Ballechin 14,4.0,American Single Malt
Three Ships Fino Cask Finish,4.0,Single Malt
Highland Park Single Cask Series Whisky Brother,4.0,Single Malt
Port Charlotte Heavy Peated 10 Islay Single Malt,4.0,Flavored Vodka
Kingfly,4.0,Corn
Kingfly,4.0,Rye
Peerless small batch,4.0,Single Malt
Kübler Swiss Absinthe,4.0,Single Malt
Jackson Morgan southern cream brown sugar and cinnamon,4.0,Blended
Clarke’s Court Special Dark Rum ,4.0,Other Liqueurs
Leroux Triple Sec Liqueur,4.0,Dark Rum
Zephyr Blu Gin,4.0,Aged Rum
Contadora 15,4.0,Amaro
Ruffino Riserva Ducale Oro Grappa Invecchiata,4.0,Rye
Tio Pepe Palomino Fino Sherry,4.0,Other Whiskey
Cruzan Citrus Rum,4.0,Single Malt
Cruzan Citrus Rum,4.0,Single Malt
Clarke’s Court Passionfruit Rum,4.0,Calvados
Beluga Transatlantic Racing Special Edition Vodka,4.0,Flavored Vodka
Knob Creek single barrel Longhorn Steakhouse pick,4.0,Bourbon
Mr. Boston Amaretto,4.0,Other Liqueurs
At-Rémy VSOP Authentic French Brandy,4.0,Spiced Rum
Jägermeister Herb Liqueur 700ml,4.0,Single Malt
New Riff Single Barrel Sour Mash Bourbon,4.0,Single Malt
The Balvenie Fifty: Marriage 0197,4.0,Single Malt
Teeling Single Cask Port Matured - Distillery Exclusive,4.0,Single Malt
Hoover’s Revenge ,4.0,Single Malt
Hoover’s Revenge ,4.0,Single Malt
FEW Cold Cut Bourbon,4.0,Blended Malt
Octomore X4+10 Concept 0.2/162,4.0,Canadian
Rogue Pink Spruce Gin,4.0,Single Malt
The dalmore 15 years single malt,4.0,Single Malt
Nikka Single Coffey Grain Whisky woody and mellow,4.0,Tennessee
Glenshire,4.0,Bourbon
Latitudes Straight Bourbon Whiskey,4.0,Single Malt
Fratelli Giannandrea 1885 Barricata Stravecchia,4.0,Blended Malt
Negro Aquavitae Di Vinaccia,4.0,Single Malt
Po do Poli Morbida Grappa,4.0,Blended American Whiskey
Po do Poli Morbida Grappa,4.0,Blended American Whiskey
Asbury Park Distilling Co. Barrel Finished Gin,4.0,Bourbon
North British 58 Year Single Grain (Incorporation Edition),4.0,Bourbon
Sipsmith Christmas Tree Gin,4.0,Rye
Shenk’s Homestead - 2019 Release,4.0,Bourbon
Cirka Gin 375,4.0,Bourbon
J.P. Wiser's Alumni Series Yvan Cournoyer,4.0,Rye
J.P. Wiser's Alumni Series Whisky Dave Keon,4.0,Rye
J.P. Wiser's Alumni Whisky Series Mark Messier,4.0,Cognac
Amrut Greedy Angels 10 Years Old (Peated Sherry Finish),4.0,Aged Rum
Puntagave,4.0,Cognac
Puntagave,4.0,Single Malt
Pearse single malt Irish whiskey,4.0,Rye
Sugarlands Shine Mark & Digger’s Rye Apple Moonshine,4.0,Blended American Whiskey
Old Fitzgerald Bottled in Bond 6 year candleholder decanter,4.0,Flavored Whiskey
1911 Bourbon,4.0,Unflavored Vodka
THE MACALLAN RARE CASK BATCH No. 2 (2017 RELEASE),4.0,Other Whiskey
Noilly Prat Extra Dry Vermouth,4.0,Single Malt
Blackland rye whiskey,4.0,American Brandy
Balmenach 11 Year Old Particular (Douglas Laing),4.0,Rye
Fox River Michigan Whiskey,4.0,Bourbon
Caroni 10yr old VSOC,4.0,Dark Rum
Caroni 10yr old VSOC,4.0,Other Agave
BUSNEL Calvados Pays d'Auge V.S.O.P.,4.0,Dark Rum
Edradour 17 year old Pedro Ximenez finish,4.0,Tequila Añejo
Teeling Single Pot Still Batch 3,4.0,Single Malt
Westland Silver City Brewing Co Cask Exchange No 3,4.0,Single Malt
Maker’s Mark Private Select Codex Redux,4.0,Peated Single Malt
Breckenridge Sauternes Finish,4.0,Single Malt
Single Cask Nation Ledaig 15,4.0,Dairy/Egg Liqueurs
Dr. McGillicuddy’s Honey Whiskey,4.0,Bourbon
The Fukano Whisky 10 Year,4.0,Rye
Andrea da Ponte Grappa di Prosecco Unica,4.0,Single Malt
Andrea da Ponte Grappa di Prosecco Unica,4.0,Distilled Gin
The Stoker’s Rum,4.0,Rye
Siboney Anejo,4.0,Bourbon
HSE,4.0,Pisco 
Clément single cask vanille,4.0,Aged Rum
Dutchcraft ,4.0,Rhum Agricole Éléve Sous Bois
Ron Esclavo XO Cask Laphroaig Whisky Finish ,4.0,Aged Rum
Blue Chair Bay Pineapple Rum Cream,4.0,Aged Rum
Tanduay rhum,4.0,London Dry Gin
Clement 2002 Millesime,4.0,Modern Gin
Pere Labat Cuvee Speciale ,4.0,Modern Gin
Pere Labat Cuvee Speciale ,4.0,Blended
Kinghaven,4.0,Single Malt
Old malt cask inchgower 20yo,4.0,Single Malt
G.E. Massenez Liqueur de Citron Vert et Gingembre,4.0,Single Malt
SMWS Pencil shavings floating on a rock pool (66.142),4.0,Single Malt
Blackadder Smoking Islay,4.0,Unflavored Vodka
Linkumpatch Bourbon,4.0,Fruit Liqueurs
Willett Family Estate Single Barrel 7 Year old Straight Kentucky Bourbon “Marty’s Whiskey Mash”,4.0,American Single Malt
Old Carter Straight Bourbon Whiskey Batch 3,4.0,American Single Malt
A Midwinter’s Night Dram Act 5 Scene 8,4.0,Rye
Whisky Tokinoka Blended,4.0,London Dry Gin
Whisky Tokinoka Blended,4.0,Single Malt
Aberlour 10 years forest reserve,4.0,Modern Gin
Seagram’s Royal Stag,4.0,Bourbon
White Oak Akashi Sake Cask (Whiskies du Monde),4.0,Single Malt
Old Forester 86 circa 1990,4.0,Single Malt
Old Forester 100 circa 1999,4.0,Unflavored Vodka
Mezcal Vago Madre Cuixe,4.0,Single Malt
Lehmann Alsass whiskey,4.0,Single Malt
Longmorn Signatory Vintage 2002 (16 year),4.0,Single Malt
Three Boys Kentucky Straight Rye Whiskey ,4.0,Corn
Indigenous Lewis Farms Strawberry Gin,4.0,Bourbon
Indigenous Lewis Farms Strawberry Gin,4.0,Single Malt
Caol Ila 2006 8 year (Alexander Murray & Co.),4.0,Other Brandy
Fortaleza Reposado Winter Blend 2019,4.0,Modern Gin
1987 Bunnahabhain 31 YR (John Milroy) Single Barrel Cask Strength,4.0,Peated Single Malt
Clynelish 21 Yr (Sovereign Wax Top) Single Barrel Cask Strength,4.0,Peated Single Malt
Dictador Colombian aged gin,4.0,Single Malt
Absolut,4.0,Flavored Whiskey
HSE Black Sheriff,4.0,Single Malt
Gun's Bell,4.0,Blended Malt
Teeda aged 5years,4.0,Bourbon
Ron Abuelo XII two Oaks,4.0,Flavored Vodka
Ron Abuelo XII two Oaks,4.0,Other Brandy
"Wolves Whiskey ""Winter Run""",4.0,Unflavored Vodka
Okanagan Spirits Evolve,4.0,Single Malt
chivas regal special reserve 15 years,4.0,Single Malt
Dented Brick Gin,4.0,Single Malt
Coal Ila 9 year Signatory Vintage,4.0,Cognac
Glenfarclas the family casks,4.0,Blended Malt
Dunville’s Three Crowns,4.0,Spiced Rum
Town Branch Malt,4.0,Wheat Whiskey
The Bridge - Tús Maith,4.0,Single Malt
Doc Brown’s Really Bad Rum,4.0,Bourbon
Doc Brown’s Really Bad Rum,4.0,Single Malt
Vitae Spirits Golden Rum,4.0,Single Malt
Saint-Vivant,4.0,Blended
Brookie’s Byron Dry Gin,4.0,Single Malt
applewood,4.0,Blended American Whiskey
Hatch Distilling Straight Bourbon Whiskey ,4.0,Rye
Laphroaig 10 Year Cask Strength Batch 9,4.0,Single Malt
Macallan classic cut 2019,4.0,Rye
Gente de Mezcal,4.0,Single Malt
Eagle Rare 101 1983,4.0,Bacanora Blanco
Don Alejo Blanco,4.0,Bourbon
Don Alejo Blanco,4.0,Single Malt
McCleary White Chocolate Irish Cream Liqueur,4.0,Single Malt
Michael Godard Vodka,4.0,Single Malt
Michael Godard Gin,4.0,Single Malt
Indiana Vodka,4.0,Rye
Very Old St. Nick Cask Strength Summer Rye Whiskey,4.0,Silver Rum
Vermouth ,4.0,Single Malt
Copper Fox Rye Cognac Barrel Finished ,4.0,Aged Rum
Sagamore Spirit Rye Barrel Select,4.0,Other Brandy
Bull Run Distilling American Whiskey Cabernet Cask Finish ,4.0,Single Grain
Cody Road Single Barrel Bourbon Whiskey ,4.0,Single Malt
Cody Road Single Barrel Bourbon Whiskey ,4.0,Single Malt
Spade & Bushel 12 Year Old Double Barrel,4.0,Cachaça 
Egan’s Legacy Reserve II,4.0,Herbal/Spice Liqueurs
Egan’s Legacy Reserve I,4.0,Other Liqueurs
West Cork Irish Stout Cask Matured,4.0,Fruit Liqueurs
West Cork Irish IPA Cask Matured,4.0,Spirit
Woodstone Microspirit,4.0,Chocolate Liqueurs
Ponte Chingon,4.0,Herbal/Spice Liqueurs
Plantation Rum St Lucia 2005,4.0,Chocolate Liqueurs
Islay Journey,4.0,Canadian
Admiral Rodney hms oak,4.0,Fruit Liqueurs
Admiral Rodney hms oak,4.0,Herbal/Spice Liqueurs
The Fukano (2019),4.0,Rye
Saint George Spiced Pear Liqueur,4.0,Blended Grain
Fernweh Straight Bourbon,4.0,Flavored Vodka
Bivi,4.0,Other Liqueurs
Bardstown Bourbon Company Discovery Series #2 Kentucky Straight Bourbon,4.0,Barrel-Aged Gin
