name,rating,type
Glenrothes Vintage 2001 (all bottlings),8.12,Malt
BenRiach 15yo Sauternes Finish,8.1,Malt
Glen Moray 10yo Chardonnay Cask,8.09,Malt
Glenburgie 10yo (Gordon & MacPhail),8.09,Malt
Glenlivet 12yo,8.08,Malt
Glen Garioch Virgin Oak,8.06,Malt
Miltonduff 10yo (F&F),8.05,Malt
Singleton of Dufftown Unité,8.05,Malt
Tomatin 12yo,8.04,Malt
Tullamore Dew 10yo Single Malt,8.02,Malt
Tullibardine 228 Burgundy Finish,8.02,Malt
Dalmore Valour,8.01,Malt
Singleton of Glendullan 12yo,7.99,Malt
Glen Deveron 10yo (Macduff),7.95,Malt
Millstone 8yo French Oak,7.95,Malt
Glenlivet Founder's Reserve,7.94,Malt
Santis Edition Sigel,7.91,Malt
Scapa Skiren,7.9,Malt
Singleton of Dufftown 12yo,7.89,Malt
Game of Thrones House Tully Singleton Glendullan Select,7.88,Malt
Singleton of Glen Ord Signature,7.86,Malt
Penderyn Legend,7.84,Malt
Glen Moray 12yo Chenin Blanc,7.83,Malt
Glenrothes Select Reserve,7.78,Malt
Penderyn Aur Cymru,7.74,Malt
Mars Iwai Tradition,7.72,Blend
Speyside 10yo,7.71,Malt
Mackmyra Special 01,7.57,Malt
Glen Moray 16yo Chenin Blanc,7.54,Malt
Santis Edition Säntis,7.5,Malt
McClelland's Speyside Single Malt,6.94,Malt
Kavalan Solist Moscatel Cask,9.11,Malt
Midleton Barry Crockett Legacy,9.1,Blend
Glen Scotia 25yo,9.07,Malt
Yamazaki Limited Edition 2015,8.99,Malt
Highland Park 17yo The Light,8.98,Malt
Aultmore 21yo,8.93,Malt
Bruichladdich Laddie Twenty Two 22yo,8.92,Malt
Mackmyra Iskristall,8.92,Malt
Box (High Coast) The 2nd Step Collection 03,8.91,Malt
Teeling Silver Reserve 21yo Sauternes Finish,8.89,Malt
Mackinlay's Shackleton Rare Old Highland Malt Discovery edition,8.88,Malt
Mackmyra Vinterdrom,8.87,Malt
Old Pulteney 21yo,8.87,Malt
Compass Box Double Single,8.86,Blend
Matsui Mizunara Cask,8.86,Malt
Two Brewers Cask Strength (all releases),8.86,Malt
Two Brewers Release 10 Cask Strength,8.86,Malt
Bruichladdich Laddie Ten 10yo (Second Edition),8.85,Malt
Compass Box Double Single (all editions),8.85,Blend
Kilkerran 12yo,8.84,Malt
Bruichladdich Laddie Ten 10yo,8.82,Malt
Glencadam 21yo,8.82,Malt
Kavalan Distillery Reserve Rum Cask,8.82,Malt
Glen Breton Ice 17yo,8.81,Malt
Two Brewers Release 06 Classic,8.81,Malt
Arran Malt Orkney Bere Barley,8.8,Malt
Benromach 5yo,8.8,Malt
Amrut Cask Strength,8.79,Malt
Mackinlay's Shackleton Rare Old Highland Malt (both limited editions),8.79,Malt
Macallan 17yo Fine Oak,8.78,Malt
Yamazaki Bourbon Barrel,8.78,Malt
Bruichladdich Laddie Sixteen 16yo,8.77,Malt
Glencadam 30yo,8.77,Malt
Balvenie 15yo Single Barrel (Cask),8.76,Malt
Glenmorangie Spios Private Edition No 9,8.76,Malt
Glenmorangie Tusail,8.76,Malt
Kilkerran Work in Progress Bourbon Wood,8.76,Malt
Bladnoch 19yo (Cow label),8.75,Malt
Compass Box Enlightenment,8.75,Malt
Ichiro's Malt Chichibu On The Way,8.74,Malt
Hakushu 12yo,8.73,Malt
AnCnoc 16yo,8.72,Malt
Hakushu 10yo,8.72,Malt
Mackmyra Ten Years 10yo,8.71,Malt
Aultmore 18yo,8.7,Malt
Compass Box Rivals,8.7,Blend
Glenfiddich 26yo Excellence,8.7,Malt
Arran Malt 14yo,8.69,Malt
Yamazaki 12yo,8.67,Malt
Arran Malt 12yo Cask Strength (all editions),8.66,Malt
Kavalan Podium,8.66,Malt
Linkwood 12yo (F&F),8.66,Malt
Longrow 10yo,8.66,Malt
Stronachie 18yo,8.66,Malt
Mackmyra The First Edition (Den Första Utgåvan),8.65,Malt
BenRiach Cask Strength,8.63,Malt
Caol Ila 15yo Unpeated 2018,8.63,Malt
Hibiki 12yo,8.63,Blend
Glenmorangie The Tarlogan,8.62,Malt
Westland Garryana,8.62,Malt
Mackinlay's Shackleton Rare Old Highland Malt Journey edition,8.61,Malt
Two Brewers Classic (all releases),8.61,Malt
Kilkerran Work in Progress,8.59,Malt
Mackmyra Preludium 03,8.59,Malt
Tullibardine 20yo,8.58,Malt
Bruichladdich Classic Laddie Scottish Barley,8.56,Malt
Mars Maltage Cosmo,8.56,Malt
Two Brewers Release 01 Classic,8.56,Malt
Yamazaki Puncheon,8.56,Malt
Arran Malt 10yo,8.55,Malt
Dalwhinnie 15yo,8.55,Malt
Spirit of Hven Urania,8.55,Malt
BenRiach 10yo,8.54,Malt
Balblair 10yo,8.53,Malt
GlenDronach 14yo Virgin Oak,8.52,Malt
AnCnoc 12yo,8.51,Malt
Ichiro's Malt Chichibu The Floor Malted,8.51,Malt
Timorous Beastie 10yo,8.51,Malt
Glen Breton 15yo Battle of the Glen,8.5,Malt
Mackmyra Svensk Ek,8.49,Malt
Old Pulteney Huddart,8.49,Malt
Tomatin Cu Bocan Virgin Oak Edition,8.49,Malt
AnCnoc Peter Arkle (all releases),8.48,Malt
Bladnoch 10yo (F&F),8.48,Malt
Glencadam 15yo,8.48,Malt
Glendalough 13yo Single Malt,8.48,Malt
Ichiro's Malt Chichibu The First,8.48,Malt
Kavalan King Car Conductor,8.47,Malt
Mackmyra Special 07,8.47,Malt
Balblair 2000,8.46,Malt
Box (High Coast) Quercus III Petraea,8.46,Malt
Glencadam 10yo,8.46,Malt
Nikka Miyagikyo NAS,8.46,Malt
Inchgower 14yo (F&F),8.45,Malt
Yamazaki NAS,8.45,Malt
Benromach Traditional,8.44,Malt
Glen Scotia 21yo,8.44,Malt
Sheep Dip Blended Malt,8.44,Malt
Game of Thrones House Stark Dalwhinnie Winter’s Frost,8.43,Malt
Glen Grant 10yo (G&M),8.43,Malt
Macallan 12yo Fine Oak,8.43,Malt
Talisker Skye,8.43,Malt
FEW Single Malt,8.42,Malt
Glen Scotia 18yo,8.42,Malt
Kavalan Single Malt Whisky,8.42,Malt
BenRiach 12yo,8.41,Malt
Bruichladdich Laddie Classic (Edition 01),8.41,Malt
Craigellachie 13yo,8.41,Malt
Glen Garioch Founder's Reserve,8.41,Malt
Glenmorangie 10yo,8.41,Malt
Knappogue Castle 12yo,8.41,Malt
Mackmyra The Swedish Whisky (Brukswhisky),8.4,Malt
Nikka Taketsuru NAS,8.4,Malt
Stronachie 10yo,8.4,Malt
Aultmore 12yo,8.39,Malt
Bruichladdich Laddie Eight 8yo,8.39,Malt
Penderyn Myth,8.38,Malt
Wemyss Malts The Hive,8.38,Malt
Strathmill 12yo,8.37,Malt
Tomintoul 25yo,8.37,Malt
Hakushu Distiller's Reserve,8.35,Malt
Hazelburn 8yo (Springbank),8.35,Malt
Hibiki Harmony,8.35,Blend
Tomatin Cask Strength,8.35,Malt
Auchentoshan Valinch,8.34,Malt
Hakushu NAS,8.33,Malt
Ichiro's Malt Mizunara Wood Reserve (MWR),8.33,Malt
Glenglassaugh Octaves Classic,8.32,Malt
Glenkinchie Distiller's Edition (all editions),8.32,Malt
Mackmyra Special 02,8.31,Malt
Amrut Indian Single Malt,8.3,Malt
Glen Grant 12yo,8.29,Malt
Glen Scotia 14yo,8.29,Malt
Deveron 10yo,8.28,Malt
Glengoyne 10yo,8.28,Malt
Mannochmore 12yo (F&F),8.28,Malt
Tamdhu 10yo,8.28,Malt
BenRiach 20yo,8.27,Malt
Mackinlay's Shackleton Blended Malt,8.27,Malt
Tomintoul 16yo,8.27,Malt
Wolfburn (NAS),8.27,Malt
Box (High Coast) Quercus I Robur,8.26,Malt
Glenfiddich 1963 Original Malt,8.26,Malt
Highland Park Svein,8.26,Malt
Arran Malt Lochranza Reserve,8.25,Malt
Bladnoch Vintage 1992-2007 (Signatory),8.25,Malt
Glendalough 7yo Single Malt,8.25,Malt
Hibiki Harmony Master's Select,8.25,Blend
Tullibardine Vintage 1993,8.25,Malt
Glen Grant 10yo,8.24,Malt
St George's Chapter 6 (unpeated),8.24,Malt
Glen Breton Ice 12yo,8.23,Malt
Teerenpeli 10yo,8.23,Malt
White Oak Akashi 5yo,8.23,Malt
Bladnoch 1993-2009 (G&M),8.22,Malt
Glen Breton Ice 10yo,8.22,Malt
Glenkinchie 12yo,8.21,Malt
Highland Park Harald,8.21,Malt
Shelter Point Classic Single Cask (KWM) Single Malt Whisky,8.21,Malt
Glenrothes Alba Reserve,8.2,Malt
Auchentoshan Virgin Oak,8.18,Malt
Glenlossie 10yo (F&F),8.18,Malt
Shelter Point Artisanal Single Malt Whisky,8.18,Malt
Stronachie 12yo,8.18,Malt
Tullibardine Sovereign,8.18,Malt
Tyrconnell Single Malt Irish Whiskey,8.17,Malt
Balblair 12yo,8.16,Malt
Bushmills 10yo Single Malt,8.16,Malt
Glenrothes Bourbon Cask Reserve,8.16,Malt
Macallan Gold,8.15,Malt
Nikka Gold & Gold,8.15,Malt
The Quiet Man 8yo Single Malt,8.15,Malt
Glenglassaugh Evolution,8.14,Malt
Deanston Virgin Oak,8.13,Malt
Cardhu Amber Rock,8.12,Malt
Knappogue Castle Vintage,8.12,Malt
Mackmyra Midnattssol,8.11,Malt
Tomatin Legacy,8.1,Malt
Tormore 14yo,8.1,Malt
Glenfiddich 12yo,8.09,Malt
Glenturret 10yo,8.07,Malt
Glen Spey 12yo (F&F),8.06,Malt
Pig's Nose 5yo Blended Malt,8.06,Malt
Speyburn 10yo,8.06,Malt
Cardhu 12yo,8.05,Malt
Glen Moray 12yo,8.03,Malt
Lohin McKinnon Single Malt,8.03,Malt
Tullibardine Aged Oak Edition,8.03,Malt
Tomatin Cu Bocan,8.01,Malt
Game of Thrones House Targaryen Cardhu Gold Reserve,7.99,Malt
Glen Breton 10yo Rare,7.99,Malt
Kilbeggan Irish Reserve Malt Whiskey,7.96,Malt
Auchentoshan Classic,7.94,Malt
Bladnoch 16yo (Signatory),7.94,Malt
White Oak Akashi Single Malt (NAS),7.93,Malt
Knockando 12yo (All Vintages),7.9,Malt
Glenrothes 10yo,7.89,Malt
Tormore 12yo,7.88,Malt
Glen Grant The Major's Reserve,7.87,Malt
Glen Moray Classic,7.86,Malt
Speyside 12yo,7.86,Malt
Mackmyra Mack,7.85,Malt
Tomintoul 10yo,7.83,Malt
Kirin 18yo (Fuji Sanroku),7.82,Malt
Macallan Gold Double Cask,7.82,Malt
BenRiach Heart of Speyside,7.81,Malt
Auchentoshan American Oak,7.76,Malt
Auchentoshan 10yo,7.75,Malt
Glen Breton 14yo,7.7,Malt
Loch Lomond NAS,7.7,Malt
Tamnavulin 12yo,7.69,Malt
McClelland's Highland Single Malt,7.05,Malt
McClelland's Lowland Single Malt,6.91,Malt
Port Ellen 2nd release 24yo 59.35%,9.51,Malt
Caol Ila 35yo,9.5,Malt
Port Ellen 9th release 30yo,9.48,Malt
Port Ellen 14th release 35yo,9.41,Malt
Port Ellen 10th release 31yo,9.38,Malt
Port Ellen 15th release 32yo,9.37,Malt
Port Ellen 11th release 32yo,9.33,Malt
Port Ellen 7th release 28yo,9.33,Malt
Talisker 35yo,9.33,Malt
Port Ellen (all OB releases),9.32,Malt
Caol Ila 30yo,9.3,Malt
Port Ellen 16th release 37yo,9.23,Malt
Port Ellen 3rd release 24yo,9.22,Malt
Port Ellen 6th release 27yo,9.22,Malt
Port Ellen 4th release 25yo,9.21,Malt
Talisker 30yo,9.21,Malt
Port Ellen 17th release 37yo,9.19,Malt
Ledaig 19yo 1998 Pedro Ximénez Finish,9.17,Malt
Springbank 16yo Local Barley,9.12,Malt
Ledaig 42yo,9.11,Malt
Talisker 18yo,9.11,Malt
Compass Box Flaming Heart 2018 6th Edition,9.08,Malt
Port Ellen 12th release 32yo,9.07,Malt
Compass Box Flaming Heart 2008 2nd Edition,9.06,Malt
Compass Box Flaming Heart 2015 5th Edition - 15th Anniversary,9.05,Malt
Springbank 11yo Local Barley,9.05,Malt
Highland Park Sigurd,8.99,Malt
Nikka Yoichi 15yo,8.99,Malt
Bruichladdich Port Charlotte 2010 MRC:01,8.98,Malt
Compass Box Flaming Heart (all editions),8.98,Malt
Oban 21yo,8.98,Malt
Ledaig 13yo Amontillado Cask Finish,8.97,Malt
Tomatin Cu Bocan 1989 Limited Edition,8.97,Malt
Two Brewers Release 07 Peated,8.97,Malt
Bruichladdich Port Charlotte PC10 Tro Na Linntean,8.96,Malt
Glen Garioch 1994,8.96,Malt
Kilchoman Bourbon Single Cask,8.95,Malt
Talisker 25yo,8.95,Malt
Bruichladdich Port Charlotte 2007 CC:01,8.94,Malt
Glen Garioch 1991,8.94,Malt
Springbank 18yo,8.94,Malt
Bruichladdich Port Charlotte PC11 Eorna Na H-Alba,8.93,Malt
Compass Box Flaming Heart 2010 3rd Edition - 10th Anniversary,8.93,Malt
BenRiach 21yo Authenticus Peated,8.92,Malt
Port Ellen 8th release 29yo,8.92,Malt
Talisker 57 North,8.92,Malt
Compass Box Flaming Heart 2012 4th Edition,8.91,Malt
Kavalan Distillery Reserve Peaty Cask,8.9,Malt
Talisker Distiller's Edition (all editions),8.9,Malt
Caol Ila 25yo,8.89,Malt
Glen Garioch 1995,8.89,Malt
Talisker 8yo (Special Release 2018),8.89,Malt
Bruichladdich Port Charlotte PC12 Oileanach Furachail,8.88,Malt
Compass Box The Lost Blend,8.88,Malt
Bladnoch 9yo Lightly Peated,8.87,Malt
Wemyss Malts The Rockpool,8.87,Malt
Bruichladdich Port Charlotte 10yo Heavily Peated (Second Edition),8.86,Malt
Kilkerran 8yo Cask Strength,8.86,Malt
Dun Bheagan Islay 2009,8.85,Malt
BenRiach 25yo Authenticus Peated,8.84,Malt
Bowmore Mizunara Cask Finish,8.84,Malt
Bruichladdich Port Charlotte PC10 (Second Edition),8.84,Malt
Ledaig 19yo Marsala Finish,8.84,Malt
Spirit of Hven Seven Stars No. 5 Alioth,8.84,Malt
Talisker 10yo,8.83,Malt
Glenlivet Nadurra Peated Cask Finish,8.81,Malt
Port Ellen Douglas Laing McGibbon's Provenance John Milroy 23yo (all editions),8.8,Malt
Westland Peat Week,8.79,Malt
Hakushu Single Malt Heavily Peated,8.78,Malt
Oban 18yo,8.78,Malt
Bowmore 10yo Tempest,8.77,Malt
Bruichladdich Infinity Third Edition,8.77,Malt
Bruichladdich Port Charlotte 10yo Heavily Peated (First Edition),8.77,Malt
Highland Park 12yo (reviews pre-2014),8.77,Malt
Lohin McKinnon Peated,8.77,Malt
Nikka Yoichi 12yo,8.76,Malt
Caol Ila 18yo,8.75,Malt
Game of Thrones House Greyjoy Talisker Select Reserve,8.75,Malt
Nikka Pure Malt Black,8.75,Malt
Springbank 12yo Green,8.75,Malt
Two Brewers Release 12 Peated,8.75,Malt
Bruichladdich Port Charlotte An Turas Mor,8.74,Malt
Caol Ila 12yo,8.73,Malt
GlenDronach Peated Port Wood,8.73,Malt
Port Ellen 2nd release 24yo 54.3%,8.73,Malt
Highland Park 15yo Freya,8.72,Malt
Springbank 10yo,8.72,Malt
Ben Nevis Traditional (NAS),8.71,Malt
Bruichladdich Port Charlotte Scottish Barley Heavily Peated,8.71,Malt
Spirit of Hven Tycho’s Star,8.71,Malt
Highland Park 17yo Ice,8.7,Malt
Nikka Pure Malt White,8.7,Malt
Paul John Peated Select Cask,8.7,Malt
Compass Box Lady Luck,8.69,Malt
Kilchoman Sanaig,8.69,Malt
Paul John Bold,8.69,Malt
Kilchoman Sauternes Cask Matured,8.67,Malt
Nikka Miyagikyo 15yo,8.67,Malt
Two Brewers Peated (all releases),8.67,Malt
Big Peat (Douglas Laing),8.66,Malt
Dun Bheagan Islay (all vintage editions),8.66,Malt
Edradour Ballechin 10yo,8.66,Malt
Glenglassaugh Torfa,8.66,Malt
Nikka Yoichi 10yo,8.65,Malt
Benromach 10yo,8.64,Malt
BenRiach 10yo Curiositas,8.63,Malt
Bruichladdich Islay Barley (all vintages),8.63,Malt
Highland Park 12yo (all reviews),8.63,Malt
Longrow 7yo Gaja Barolo Finish,8.63,Malt
Bowmore 15yo Mariner,8.62,Malt
Mackmyra Svensk Rök,8.62,Malt
Balvenie 14yo Peat Week,8.61,Malt
Compass Box Eleuthera,8.61,Malt
Talisker Dark Storm,8.61,Malt
Bowmore 17yo White Sands,8.6,Malt
Talisker Storm,8.6,Malt
Highland Park 10yo Viking Scars,8.59,Malt
Arran Malt Machrie Moor Cask Strength,8.58,Malt
Game of Thrones The Night’s Watch Oban Bay Reserve,8.58,Malt
GlenDronach Peated,8.58,Malt
Mars Kogamatake The Revival 2011,8.58,Malt
Bowmore Vault Edition First Release,8.57,Malt
Nikka Yoichi NAS,8.57,Malt
"Elements of Islay ""Peat""",8.56,Malt
Kilchoman Coull Point,8.56,Malt
Paul John Edited,8.56,Malt
Bowmore 18yo,8.55,Malt
Westland Peated,8.55,Malt
BenRiach Peated Quarter Casks,8.54,Malt
Nikka Miyagikyo 12yo,8.53,Malt
Penderyn Celt,8.53,Malt
Box (High Coast) Early Days (batches 01/02),8.51,Malt
Highland Park 10yo,8.51,Malt
Nikka Miyagikyo 10yo,8.51,Malt
Spirit of Hven Seven Stars No. 2 Merak,8.51,Malt
Glen Garioch 1997,8.5,Malt
Ardmore Traditional Cask,8.49,Malt
Highland Park 12yo Viking Honour (post-2017),8.49,Malt
Oban 14yo,8.49,Malt
Glenfiddich Vintage Cask,8.48,Malt
Ledaig 10yo,8.47,Malt
Spirit of Hven Seven Stars No. 3 Phecda,8.47,Malt
Two Brewers Release 03 Peated,8.47,Malt
Box (High Coast) Dalvve,8.46,Malt
Highland Park 12yo (reviews 2014-2017),8.46,Malt
Dun Bheagan Islay 1999,8.42,Malt
Oban Little Bay,8.41,Malt
Teerenpeli Suomi 100 Juhlaviski,8.41,Malt
Glenfiddich Fire & Cane Experimental Series No. 4,8.4,Malt
Bowmore 17yo,8.39,Malt
Benromach Sassicaia,8.37,Malt
Bowmore 12yo,8.37,Malt
Fettercairn Fior,8.37,Malt
Glen Moray Classic Peated,8.37,Malt
Wemyss Malts Peat Chimney,8.37,Malt
Glenglassaugh Octaves Peated,8.36,Malt
Glen Scotia 12yo,8.35,Malt
Bowmore No.1,8.33,Malt
Bowmore Gold Reef,8.32,Malt
Penderyn Peated,8.29,Malt
Springbank CV,8.29,Malt
Jura Superstition,8.28,Malt
BenRiach Birnie Moss,8.25,Malt
Spirit of Hven Seven Stars No. 1 Dubhe,8.24,Malt
Bowmore Small Batch,8.22,Malt
Glenrothes Peated Cask Reserve,8.22,Malt
Connemara Peated Single Malt,8.19,Malt
St George's Chapter 9 (peated),8.18,Malt
Bruichladdich 8yo Laddie Eight,8.17,Malt
Highland Park Einar,8.14,Malt
Old Ballantruan Peated (Toumintoul),8.1,Malt
Arran Malt Machrie Moor Peated (all editions),8.04,Malt
Jura 10yo Origin,7.95,Malt
Glenfiddich 12yo Caoran Reserve,7.84,Malt
Bowmore Legend,7.62,Malt
Longrow 10yo Tokaji Finish,7.43,Malt
Brora 35yo,9.44,Malt
Brora 30yo,9.4,Malt
Ardbeg 23yo Twenty Something,9.31,Malt
Ardbeg Uigeadail,9.2,Malt
Ardbeg 21yo,9.14,Malt
Laphroaig 21yo,9.14,Malt
Bruichladdich Octomore 9.3,9.12,Malt
Laphroaig Cairdeas 2015,9.12,Malt
Lagavulin 16yo,9.11,Malt
Bruichladdich Octomore 6.2,9.09,Malt
Lagavulin 12yo Cask Strength,9.09,Malt
Ardbeg Supernova 2014,9.08,Malt
Amrut Peated Cask Strength,9.07,Malt
Ardbeg 19yo Traigh Bhan,9.07,Malt
Ardbeg Corryvreckan,9.07,Malt
Bruichladdich Octomore 8.3,9.07,Malt
Ardbeg Alligator,9.05,Malt
Amrut Portpipe Peated Single Cask #4668 (2017),9.04,Malt
"Smogen 8yo (4,8-10/2011)",9.04,Malt
Ardbeg Ardbog,9.03,Malt
Ardbeg Supernova 2015,9.03,Malt
Bruichladdich Octomore 7.3,9.03,Malt
Bruichladdich Octomore 8.2,9.03,Malt
Kilchoman 2008 Vintage,9.03,Malt
Lagavulin Distiller's Edition (All Vintages),9.03,Malt
Compass Box No Name,9.02,Malt
Longrow 18yo,9.02,Malt
Bruichladdich Octomore 10 (Second Edition),9.01,Malt
Bruichladdich Octomore 7.1,9.01,Malt
Laphroaig 18yo,9.01,Malt
AnCnoc Cutter,9.0,Malt
Bruichladdich Octomore 8.4,9.0,Malt
Compass Box No Name (all editions),9.0,Malt
Compass Box Peat Monster 2014 - 10th Anniversary,8.99,Malt
Laphroaig Cairdeas 2019 Triple Wood Cask Strength,8.99,Malt
Ichiro's Malt Chichibu The Peated,8.98,Malt
Kilchoman 2009 Vintage,8.97,Malt
Kilchoman Original Cask Strength,8.97,Malt
Laphroaig Cairdeas 2014 Amontillado,8.97,Malt
Smogen Single Cask (all editions),8.97,Malt
Smogen Single Cask 4yo 7/2011,8.97,Malt
Ardbeg 17yo,8.96,Malt
Amrut Portpipe Peated Single Cask #2712 (2013),8.95,Malt
Kilchoman 2007 Vintage,8.95,Malt
Bruichladdich Octomore 10,8.93,Malt
Compass Box Peat Monster 2008 Reserve Edition,8.93,Malt
Laphroaig 10yo Cask Strength (all batches),8.93,Malt
Box (High Coast) The Festival 2014,8.92,Malt
Amrut 100 Peated,8.89,Malt
AnCnoc Rutter,8.89,Malt
Ardbeg 10yo,8.89,Malt
Brora 21yo,8.88,Malt
Bruichladdich Octomore 7.2,8.88,Malt
Ardbeg Dark Cove,8.87,Malt
Ardbeg Grooves,8.87,Malt
Bruichladdich Octomore 8.1,8.86,Malt
Compass Box No Name No. 2,8.86,Malt
Bruichladdich Octomore 10.1,8.85,Malt
Compass Box Monster 2004,8.85,Malt
Lagavulin 8yo,8.85,Malt
Laphroaig Cairdeas 2016 Madeira,8.85,Malt
Bruichladdich Octomore 6.3,8.83,Malt
Laphroaig An Cuan Mor,8.83,Malt
Laphroaig Cairdeas 2018 Fino,8.83,Malt
Wemyss Malts Kiln Embers,8.83,Malt
Ardbeg Auriverdes,8.82,Malt
Longrow CV,8.81,Malt
BenRiach 18yo Dunder,8.8,Malt
Bruichladdich Octomore 6.1,8.8,Malt
Game of Thrones House Lannister Lagavulin 9yo,8.8,Malt
Laphroaig 10yo,8.79,Malt
Ardbeg Kelpie,8.78,Malt
Bruichladdich Octomore 9.1,8.78,Malt
Bunnahabhain Ceòbanach,8.78,Malt
Compass Box Peat Monster 2015 Cask Strength,8.78,Malt
Kilchoman Machir Bay (all vintages),8.78,Malt
Laphroaig 15yo (200th Anniversary),8.78,Malt
Ardbeg An Oa,8.77,Malt
Ardbeg Perpetuum,8.77,Malt
Bruichladdich Port Charlotte Islay Barley Heavily Peated,8.76,Malt
Amrut Portpipe Peated Single Cask (all casks),8.75,Malt
Longrow Peated,8.75,Malt
Amrut Portpipe Peated Single Cask #2713 (2013),8.74,Malt
Big Peat Christmas Edition (all editions),8.74,Malt
Compass Box Peat Monster (all editions),8.74,Malt
Connemara Turf Mor,8.74,Malt
Kilchoman 100% Islay (all editions),8.74,Malt
Ardbeg Drum,8.73,Malt
Kilchoman Spring 2011 Release,8.72,Malt
Compass Box Peat Monster 2005,8.71,Malt
Compass Box Peat Monster 2012,8.71,Malt
Lagavulin 11yo Offerman Edition,8.71,Malt
Laphroaig Cairdeas 2017,8.71,Malt
Compass Box Peat Monster 2015,8.69,Malt
Amrut Peated,8.68,Malt
Bunnahabhain Toiteach A Dha,8.68,Malt
Caol Ila Distiller's Edition (all editions),8.68,Malt
Smogen Single Cask 4yo 20/2011,8.68,Malt
Bruichladdich Octomore 7.4,8.67,Malt
Laphroaig Triple Wood,8.67,Malt
Ileach Peated Islay Cask Strength,8.66,Malt
Jura Prophecy,8.65,Malt
Laphroaig Lore,8.62,Malt
Amrut Portpipe Peated Single Cask #2712 (2016),8.6,Malt
Bunnahabhain Toiteach,8.58,Malt
AnCnoc Flaughter,8.56,Malt
BenRiach 17yo Septendecim Peated,8.55,Malt
Bruichladdich Port Charlotte The Peat Project,8.51,Malt
Kilchoman Winter 2010 Release,8.5,Malt
Benromach Peat Smoke,8.49,Malt
Compass Box Peat Monster 2010,8.46,Malt
Finlaggan Old Reserve,8.43,Malt
Ileach Peated Islay,8.4,Malt
Bunnahabhain Cruach Mhona,8.39,Malt
Laphroaig Quarter Cask,8.31,Malt
Santis Edition Dreifaltigkeit,7.98,Malt
Tomintoul Peaty Tang,7.86,Malt
McClelland's Islay Single Malt,7.8,Malt
Laphroaig QA Cask,7.27,Malt
Santis Edition Dreifaltigkeit / Cask Strength Peated,7.2,Malt
Santis Cask Strength Peated,6.47,Malt
Compass Box The General,9.22,Blend
Black Bull 40yo,9.1,Blend
Compass Box Hedonism Quindecimus,8.93,Blend
Compass Box The Circus,8.91,Blend
Powers 12yo John's Lane,8.84,Blend
Chivas Regal Ultis,8.79,Blend
Compass Box Juveniles,8.79,Blend
Yellow Spot 12yo,8.78,Blend
Writers Tears Pot Still Cask Strength,8.77,Blend
The Irishman Cask Strength,8.75,Blend
Ballantine's 17yo,8.74,Blend
High West Campfire,8.74,Blend
Chivas Regal 25yo,8.68,Blend
Compass Box Hedonism The Muse,8.67,Blend
Grant's 18yo,8.65,Blend
Jameson 18yo Limited Reserve,8.65,Blend
Whyte & Mackay 30yo,8.65,Blend
Hankey Bannister Heritage,8.63,Blend
Hankey Bannister 21yo Partner's Reserve,8.61,Blend
Powers 12yo Reserve,8.61,Blend
Black Bull 12yo,8.6,Blend
Buchanan's 18yo Special Reserve Blended,8.59,Blend
Compass Box The Circle,8.59,Blend
Hankey Bannister 12yo Regency,8.59,Blend
Johnnie Walker Blue Label,8.56,Blend
Johnnie Walker 15yo Green Label,8.55,Blend
Powers Three Swallow,8.54,Blend
Compass Box Great King St Artist's Blend,8.53,Blend
Teeling Single Grain (Wine Cask Finish),8.53,Grain
Jameson Cooper's Croze Irish Whiskey,8.52,Blend
Jameson Round Irish Whiskey,8.52,Blend
Johnnie Walker Explorer’s Club The Gold Route,8.51,Blend
Compass Box Great King St Glasgow Blend,8.5,Blend
Powers Signature Release,8.5,Blend
Cutty Sark Prohibition,8.48,Blend
Famous Grouse Gold Reserve 12yo,8.48,Blend
Nikka 12yo Premium Blended,8.48,Blend
Chivas Royal Salute 21yo,8.47,Blend
Grant's 12yo,8.47,Blend
Ichiro's Malt & Grain World Blended,8.47,Blend
Compass Box Delilah's,8.45,Blend
Compass Box Hedonism,8.44,Blend
Jameson Blender's Dog Irish Whiskey,8.44,Blend
Jameson Gold Reserve,8.44,Blend
Té Bheag,8.43,Blend
Writers Tears Pot Still Irish Whiskey,8.43,Blend
Johnnie Walker Platinum Label,8.42,Blend
Three Ships 10yo,8.42,Blend
Jameson Select Reserve (Black Barrel),8.39,Blend
Nikka Coffey Grain,8.38,Grain
Blandnoch Pure Scot,8.37,Blend
Jameson 12yo Special Reserve,8.37,Blend
Johnnie Walker Explorer’s Club The Royal Route,8.37,Blend
Johnnie Walker Explorer’s Club The Spice Road,8.37,Blend
Compass Box Delilah's XXV,8.36,Blend
Jameson Signature Reserve,8.36,Blend
Johnnie Walker 10yo Rye Cask Finish,8.36,Blend
Kirin 50% Blend (Fuji Gotemba),8.36,Blend
The Irishman Founder’s Reserve,8.36,Blend
Buchanan's Master Blended,8.35,Blend
Johnnie Walker Double Black,8.34,Blend
Compass Box Affinity,8.31,Blend
Bushmills Red Bush,8.29,Blend
Suntory Old Whisky,8.29,Blend
Glendalough Double Barrel,8.28,Grain
Johnnie Walker Gold Label Reserve,8.28,Blend
Jameson Bold Irish Whiskey,8.26,Blend
Jameson Crested Irish Whiskey,8.26,Blend
Johnnie Walker 12yo Black Label,8.23,Blend
