name,rating
Buffalo Trace Single Oak Barrel 131,8.1
Buffalo Trace Single Oak Barrel 132,8.5
Buffalo Trace Single Oak Barrel 136,8.5
Buffalo Trace Single Oak Barrel 138,8.1
Buffalo Trace Single Oak Barrel 14,8.5
Buffalo Trace Single Oak Barrel 142,8.5
Buffalo Trace Single Oak Barrel 152,7.8
Buffalo Trace Single Oak Barrel 157,8.5
Buffalo Trace Single Oak Barrel 159,8.1
Buffalo Trace Single Oak Barrel 163,7.8
Buffalo Trace Single Oak Barrel 164,8.1
Buffalo Trace Single Oak Barrel 167,7.8
Buffalo Trace Single Oak Barrel 170,8.5
Buffalo Trace Single Oak Barrel 174,8.5
Buffalo Trace Single Oak Barrel 184,8.5
Buffalo Trace Single Oak Barrel 189,8.1
Buffalo Trace Single Oak Barrel 191,8.1
Buffalo Trace Single Oak Barrel 24,8.1
Buffalo Trace Single Oak Barrel 29,8.1
Buffalo Trace Single Oak Barrel 3,7.8
Buffalo Trace Single Oak Barrel 31,8.5
Buffalo Trace Single Oak Barrel 35 ,8.1
Buffalo Trace Single Oak Barrel 36,8.1
Buffalo Trace Single Oak Barrel 4,7.8
Buffalo Trace Single Oak Barrel 40,8.5
Buffalo Trace Single Oak Barrel 42,8.1
Buffalo Trace Single Oak Barrel 46,8.1
Buffalo Trace Single Oak Barrel 56,7.8
Buffalo Trace Single Oak Barrel 61,8.8
Buffalo Trace Single Oak Barrel 63,8.1
Buffalo Trace Single Oak Barrel 67,8.5
Buffalo Trace Single Oak Barrel 68,8.5
Buffalo Trace Single Oak Barrel 72,7.8
Buffalo Trace Single Oak Barrel 74,8.1
Buffalo Trace Single Oak Barrel 78,8.1
Buffalo Trace Single Oak Barrel 8,8.1
Buffalo Trace Single Oak Barrel 88,8.1
Buffalo Trace Single Oak Barrel 93,8.1
Buffalo Trace Single Oak Barrel 95,8.1
Buffalo Trace Single Oak Barrel 99,8.1
Buffalo Trace White Dog (Mash #1),8.1
Bulleit 10 Year Old Bourbon,8.5
Bulleit Bourbon,7.8
Bulleit Rye,8.1
Bunnahabhain 10 2001 Chieftain's,8.5
Bunnahabhain 12,8.1
Bunnahabhain 18,8.5
Bunnahabhain 1965,8.8
Bunnahabhain 1967 Duncan Taylor,8.5
Bunnahabhain 1967 Duncan Taylor Cask 3324,8.8
Bunnahabhain 1967 Whisky Agency Private Stock,8.5
Bunnahabhain 1968 Auld Acquaintance,8.8
Bunnahabhain 1973 Archives,8.5
Bunnahabhain 1973 Archives,9.1
Bunnahabhain 1974 Perfect Dram,9.1
Bunnahabhain 1975 Scott's Selection,8.1
Bunnahabhain 1978 DL Platinum Old & Rare,8.5
Bunnahabhain 1978 Signatory Vintage,8.8
Bunnahabhain 1979 Signatory,8.5
Bunnahabhain 1979 Signatory Vintage,8.8
Bunnahabhain 1980 James MacArthur,7.8
Bunnahabhain 1980 Malt Trust,8.8
Bunnahabhain 1988 Malt Trust,8.8
Bunnahabhain 1989 Faultline for K&L,7.8
Bunnahabhain 1990 Nectar of the Daily Drams,8.5
Bunnahabhain 1991 A.D Rattray,8.8
Bunnahabhain 1991 MacPhail's Collection,8.1
Bunnahabhain 1997 Chieftain's,8.8
Bunnahabhain 1997 Signatory,8.1
Bunnahabhain 1998 Adelphi,8.5
Bunnahabhain 2001 Liquid Library,8.8
Bunnahabhain 2001 The Whisky Agency,8.1
Bunnahabhain 23 Burns Malt,7.8
Bunnahabhain 25,8.1
Bunnahabhain 34 yr,8.5
Bunnahabhain 35 La Maison Du Whisky,8.5
Bunnahabhain 4yr Battlehill,8.5
Bunnahabhain 9yr Battlehill,7.8
Bunnahabhain Jubilee Malt (for The Whisky Barrel),8.5
"Bunnahabhain Jubilee Malt II (""Extra Regal"") for The Whisky Barrel",7.8
Bunnahabhain Pedro Ximenez Finish Limited Release,8.1
Burns Nectar,8.8
Burnside 1988 A.D. Rattray,8.5
Burnside Bourbon,8.1
Bushmill's 10,8.1
Bushmill's Black Bush,7.8
"Bushmill's Single Cask, No. 7430",9.1
Bushmill's White Label a.k.a. White Bush,7.5
Bushmills 16,8.8
Bushmills 1608,7.8
Bushmills 21,8.8
Cabin Still,7.2
Cabin Still (1980s),7.8
Cadenhead Creations 20yr Batch 1,7.8
Cadenhead Creations Rich Fruity Sherry Wood 36 Year Old,8.8
Cadenhead's Campbeltown 3 Bond,9.4
"Caledonian ""The Cally"" 40 (2015 Diageo Special Releases)",8.1
California Moonshine,6.5
Calumet Farm,7.5
Cambus 1991 Whisky Broker 25 Year Old,8.8
Cameronbridge 1978 Duncan Taylor Cask 4,8.8
Cameronbridge 1979 Duncan Taylor,8.1
Campbeltown Loch 21,8.1
Campbeltown Loch 25,8.5
Canadian Club 100% Rye,7.5
Canadian Club 6yo,7.0
Canadian Club Classic ,8.1
Canadian Club Sherry Cask,7.8
Caol Ila 10 Medoc Finish Chieftains,8.1
Caol Ila 10 Old Malt Cask,8.1
Caol Ila 12,8.5
"Caol Ila 12 ""Unpeated Style""",8.1
Caol Ila 16 Sestante,8.8
Caol Ila 18,8.5
Caol Ila 19 G&M for Intertrade,8.8
Caol Ila 1969 G&M for Meregalli,8.8
Caol Ila 1974 Signatory,8.5
Caol Ila 1975 Rare Malts,8.8
Caol Ila 1977 Rare Malts,8.8
Caol Ila 1979  Whisky Agency and Nectar,8.8
Caol Ila 1979 Berry Own Selection,9.1
Caol Ila 1979 Mackillop's Choice,8.1
Caol Ila 1979 Malts of Scotland,8.8
Caol Ila 1980 Bladnoch Forum,8.8
Caol Ila 1980 Sovereign K&L,8.8
Caol Ila 1981 Duncan Taylor,8.5
Caol Ila 1981 Scott's Selection,8.8
Caol Ila 1982 Connoisseurs Choice,8.1
Caol Ila 1982 Duncan Taylor,8.8
Caol Ila 1982 Gordon & Machphail,8.5
Caol Ila 1983 Frisky Whisky,8.8
Caol Ila 1983 Signatory (for K&L),8.5
Caol Ila 1983 Signatory CS Cask #5286,8.5
Caol Ila 1983 Silver Seal,9.1
Caol Ila 1983 Silver Seal,8.8
Caol Ila 1984 Adelphi,9.1
Caol Ila 1984 Bladnoch,8.5
Caol Ila 1984 Cadenhead's,8.8
Caol Ila 1984 Dewar Rattray,8.5
Caol Ila 1984 Jewels of Scotland,8.1
Caol Ila 1984 Old Malt Cask (The Whisky Barrel),9.1
Caol Ila 1984 Scott's Selection,9.1
Caol Ila 1989 Signatory,8.5
Caol Ila 1990 McGibbon's Provenance,8.5
Caol Ila 1990 Murray McDavid Mission,8.8
Caol Ila 1990 Murray McDavid Mission,8.5
Caol Ila 1990 Signatory,8.5
Caol Ila 1990 Signatory (Binny's),9.1
Caol Ila 1991 Murray McDavid,8.1
Caol Ila 1991 Single Malts of Scotland,8.5
Caol Ila 1992 Blackadder Raw Cask,8.8
Caol Ila 1992 Signatory (Cask 06/558/2),8.5
Caol Ila 1992 Signatory Cask Strength,8.5
Caol Ila 1992 Signatory Vintage,8.5
"Caol Ila 1992 The Whisky Agency ""Moody Lions""",8.5
Caol Ila 1993 Murray McDavid,8.5
Caol Ila 1993 Nectar of the Daily Drams,8.8
Caol Ila 1994 Connoisseur's Choice,7.8
Caol Ila 1995 Old Masters,8.5
Caol Ila 1995 Signatory,8.1
Caol Ila 1996 La Maison du Whisky,8.5
Caol Ila 1996 Montgomerie's Rare Select,8.5
Caol Ila 1996 Sovereign (for K&L),8.5
Caol Ila 1997 Chieftain's ,8.5
Caol Ila 1998 Gordon & MacPhail Private Collection,8.5
Caol Ila 1999 Gordon & MacPhail,8.8
Caol Ila 1999 Signatory (Binny's),8.5
Caol Ila 2000 Berrys,8.8
Caol Ila 2000 Murray McDavid,7.8
Caol Ila 2004 Gordon & MacPhail,8.1
Caol Ila 2006 Alexander Murray,8.1
Caol Ila 2006 Carn Mor,8.5
Caol Ila 2008 Hepburn's Choice,8.5
Caol Ila 24 G&M for The Whisky Shop,8.8
Caol Ila 25,8.5
Caol Ila 8 Unpeated Style,8.5
Caol Ila Cl1 Elements of Islay,8.5
Caol Ila Distillers Edition 1996,8.5
Caol Ila Natural Cask Strength,8.5
Caol Ila SMWS 53.88,8.1
Caol Ila Stitchell Reserve Unpeated,8.5
Caoll Ila 1984 Local AI,8.8
Caperdonich 1968 Connoisseurs Choice,8.8
Caperdonich 1968 Duncan Taylor (Cask 2619),8.8
Caperdonich 1968 Lonach,7.8
Caperdonich 1968 Murray McDavid Mission,8.8
Caperdonich 1972 Connoisseurs Choice,8.8
Caperdonich 1972 Duncan Taylor,8.8
Caperdonich 1972 Duncan Taylor (cask 6735),8.8
Caperdonich 1972 Duncan Taylor (Cask 7427),9.1
Caperdonich 1972 G&M Reserve,9.1
Caperdonich 1972 Maltbarn,8.5
Caperdonich 1972 Signatory,8.8
Caperdonich 1972 The Whisky Fair,9.1
Caperdonich 1972 Whisky-Fassle,8.8
Caperdonich 1992 Tony Koehl Series,8.5
Caperdonich 1994 Sovereign (K&L),7.8
Caperdonich 1998 Heavily Peated Single Malts of Scotland,7.5
Caperdonich Batch 2 That Boutique-y Whisky Company,8.1
Cardhu 12 ,7.5
Cardhu 1974 Signatory ,8.5
Cardhu 1975 Rare Malts 25yr,8.5
Cardhu 1975 Signatory,8.8
Cardhu Amber Rock,8.1
Cardhu House Targaryen,7.5
Caribou Crossing,8.5
Carsebridge 1965 Clan Deny,7.8
Carsebridge 1976 Old Particular for K&L,8.5
Carsebridge G4.10 SMWS,7.8
Cask Islay No. 1,8.1
Catoctin Creek Rye 2011 Single Cask Nation,7.8
Celtic Nations,8.5
Charbay Double Barrel Whiskey Release I,9.1
Charbay S (D&M),8.5
Charbay Whiskey LAWS Edition,5.9
Charbay Whiskey Release II,8.8
Charbay Whiskey Release III,9.1
Charred Oak Bourbon,8.1
Chatoe Rogue,8.1
Chichibu 2009 Cask 609,8.1
Chichibu Chibidaru for La Maison du Whisky,8.1
Chichibu Newborn Heavily Peated,8.5
Chichibu Peated 2015 Release,8.8
Chichibu The First 2008 (non-USA),8.1
Chichibu The First Aged 3 years (US),8.1
Chieftain's Mortlach 1995,8.5
Chivas Century of Malts,8.1
Chivas Regal 12,7.2
Chivas Regal 18,8.5
Chivas Regal 25,8.5
Chivas Regal Royal Salute,8.5
Classic of Islay 21,8.1
Classic of Islay 26,8.1
Clontarf 1014,8.1
Clontarf Single Malt,8.5
Cluny,7.0
Clynelish  1976 Murray McDavid Mission,8.8
Clynelish 12 Ainslie & Heilbron,8.1
Clynelish 14,8.5
Clynelish 18 Year Old Duncan Taylor,8.5
Clynelish 1965 Corti Brothers,8.8
Clynelish 1969 G&M,8.8
Clynelish 1971 Old Malt Cask,8.8
Clynelish 1972 G&M,9.1
Clynelish 1972 Rare Malt,9.1
Clynelish 1972 Rare Malts,8.5
Clynelish 1972 Single Malts of Scotland,8.5
Clynelish 1974 Rare Malt,8.5
Clynelish 1981 Manager's Dram,9.1
Clynelish 1982 A.D. Rattray K&L,8.8
Clynelish 1982 Cadenhead's,8.8
Clynelish 1982 Single Malts of Scotland,8.1
Clynelish 1982 SMOS,8.5
Clynelish 1983 SMWS 26.75,8.5
Clynelish 1984 Glenhaven,9.1
Clynelish 1984 Signatory,8.1
Clynelish 1988 Hart Brothers ,7.8
Clynelish 1989 Malts of Scotland,8.1
Clynelish 1989 Whisky Agency,8.8
Clynelish 1990 Signatory,7.2
Clynelish 1991 Van Wees The Ultimate 21 yo,8.1
Clynelish 1995 Murray McDavid,8.1
Clynelish 1995 Signatory,8.5
Clynelish 1995 Signatory CS for TWE,8.1
Clynelish 1995 Single Malts of Scotland,8.8
Clynelish 1996 A.D. Rattray for  K&L Wines,8.5
Clynelish 1996 Signatory (The Whisky Exchange),8.5
Clynelish 1996 Signatory Cask 6514,8.8
Clynelish 1997 Berrys,8.1
Clynelish 1997 Burns Malt,8.5
Clynelish 1997 Exclusive Malts,8.8
Clynelish 1998 Gordon & Macphail,8.5
Clynelish 1998 Signatory Cask 2463,8.1
Clynelish 1998 Signatory Vintage,7.8
Clynelish 1999 G&M,8.5
"Clynelish 2008 10 Year Old  ""Signatory"" K&L Exclusive",8.8
Clynelish 2008 Signatory Vintage for Binny's,8.5
Clynelish 21 Chieftain's K&L,8.5
Clynelish 37 Year TWE 10th Anniversary,8.8
Clynelish House Tyrell,7.8
Clynelish Select Reserve (2015 Diageo Special Releases),8.5
Clynelish SMWS 26.39,8.8
Clynelish SMWS 26.49,8.8
Clynelish Van Wees The Ultimate 23 yo,8.8
Coepenick Collection No. 6,8.8
Coleburn 1972 Connoisseurs Choice,8.1
Coleburn 1983 A.D. Rattray (Chateau Louis),8.8
Coleburn 1983 Signatory Vintage,8.8
Collectivum XXVIII (Special Release 2017) ,8.8
Collector's Item 1955/1975,8.8
Collier and McKeel Tennessee Whiskey,7.2
Colonel Tyson's (1916/1923),7.2
Colorado Gold,7.8
Colorado Straight Bourbon Batch 50,8.5
Compass Box 5th and Harrison,8.5
Compass Box Asyla,7.8
Compass Box Double Single,8.8
"Compass Box Flaming Heart, Fourth Edition",8.5
"Compass Box Flaming Heart, Third Edition",8.8
Compass Box Hedonism (2002),7.8
Compass Box Hedonism (3rd Release),7.5
Compass Box Hedonism 2nd Edition,7.8
Compass Box Hedonism Maximus  ,8.8
Compass Box Lady Luck,8.5
Compass Box Oak Cross - White Label,8.5
Compass Box Peat Monster,8.5
Compass Box The General,8.8
Compass Box The Lost Blend,8.5
Compass Box The Spice Tree,8.1
Compass Box The Spice Tree (1st Release),8.5
Compass Box Tobias and the Angel,9.1
Concannon Irish Whiskey,8.1
Connemara 12 Peated Single Malt,7.8
Connemara 22yr,8.5
Connemara Bog Oak,8.1
Connemara Cask Strength Peated Single Malt ,8.1
Connemara Peated Single Malt,7.5
Connemara Turf Mor,8.1
Convalmore 1969 Connoisseurs Choice,7.2
Convalmore 1978 Rare Malts,8.8
"Convalmore 1984 Gordon & MacPhail, Cask 1538 ",8.5
"Convalmore 1984 Gordon & MacPhail, Cask 1798",8.5
Convalmore 31yo Cadenhead's,8.5
Cooley 2003 Cadenhead's,8.5
Cooley 2004 Villa Konthor,7.2
Copper Fox Rye Whisky,8.1
Coppersea Green Malt Rye,8.1
"Corsair ""Buck Yeah"" American Whiskey",8.1
Corsair Citra Double IPA,8.5
Corsair Experimental Rasputin Hopped,8.5
Corsair Mosaic,8.8
Corsair Oatrage Oat Whiskey,7.8
Corsair Ryemageddon American Rye Whiskey,8.5
Corsair Triple Smoke,7.8
Corsair Wry Moon,7.8
Corti Brothers Exquisite Whiskey,7.8
Corti Brothers Good Honest Whiskey,8.5
Country Gentleman (1917/1932),7.2
Cradle Mountain 18yr Cadenhead's,8.5
Cragganmore 12,7.8
Cragganmore 1966 Secret Stills No: 2.2  ,8.5
Cragganmore 1978 Cask,8.8
Cragganmore 1989 Faultline (for k&l),7.2
Cragganmore 1993 Old Masters,8.1
Cragganmore 1997 Signatory,8.1
Cragganmore 1997 Signatory Unchillfiltered,7.5
Cragganmore 1999 SMWS 37.46,8.1
Cragganmore 2001 Distillers Edition,8.1
Cragganmore 21 ,8.1
Craigduff 1973 Signatory,8.5
Craigellachie 13,8.5
Craigellachie 1982 Scott's Selection,8.8
Craigellachie 1989 Connisseurs Choice,8.5
Craigellachie 1991 A.D. Rattray,8.1
Craigellachie 1994 SMWS 44.43,8.5
Craigellachie 1995 Distiller's Art,8.8
Craigellachie 1995 Hepburn's Choice,8.1
Craigellachie 2002 A.D. Rattray,8.1
Craigellachie 2002 Malts of Scotland,8.5
Craigellachie 23 Year Old,8.5
Craiglodge 1992 Distillery Select,8.1
Craiglodge 1998 Distillery Select,7.8
Cream of Kentucky Deluxe,8.1
Croftengea 1997 Distillery Select,8.1
Crown Royal,7.5
Crown Royal Black,8.1
Crown Royal Hand Selected Barrel,7.8
Crown Royal Northern Harvest Rye,7.8
Crown Royal Reserve Canadian Whisky,7.2
Crown Royal Special Reserve,8.5
Crown Royal XR LaSalle,7.2
Crown Royal XR Waterloo,8.5
Cu Dhub,7.5
Cut Spike Single Malt,7.8
Cutty Sark,6.5
Cutty Sark 12 (1979),7.5
Cutty Sark 18,8.5
Dailuaine 1962 Cadenhead,8.5
Dailuaine 1962 Cadenhead's (22yr),8.5
Dailuaine 1962 Cadenhead's (27yr),7.8
Dailuaine 1974 Berry's Own,8.8
Dailuaine 1980 SMWS 41.43,8.5
Dailuaine 1983 Chieftains's K&L Exclusive,8.8
Dailuaine 1992 Whisky Mercenary,8.5
Dailuaine 1993 Connoisseurs Choice,8.1
Dailuaine 1997 Van Wees The Ultimate,8.5
Dailuaine 34 (2015 Diageo Special Releases),8.8
Dailuaine SMWS 41.39,8.5
Dallas Dhu 12 Gordon & MacPhail,8.5
Dallas Dhu 1962 Cadenhead,9.1
Dallas Dhu 1969 Connoisseurs Choice,8.5
Dallas Dhu 1970 Rare Malts,8.8
Dallas Dhu 1972 Connoisseurs Choice,8.8
Dallas Dhu 1972 Connoisseurs Choice,8.5
Dallas Dhu 1975 Signatory (#1898),8.8
Dallas Dhu 1975 Signatory (Binny's),9.1
Dallas Dhu 1975 Signatory (Cask 1899),8.5
Dallas Dhu 1975 Signatory (Cask 2356),8.8
Dallas Dhu 1976 Old Malt Cask,9.1
Dallas Dhu 1978 Cask 02/562,8.8
Dallas Dhu 1979 Cadenhead's Chairman's Stock,9.1
Dallas Dhu 1979 Signatory,9.1
Dallas Dhu 1979 Signatory (#1390),8.1
Dallas Dhu 1980 Signatory CS,8.5
Dallas Dhu 1980 The Ultimate,8.5
Dallas Dhu 1981 Provenance,7.5
Dallas Dhu 1982 Gordan & Macphail,8.1
Dallas Dhu 1982 Gordon & Macphail,8.5
Dalmore 10 Medoc Finish Chieftain's,6.2
"Dalmore 12 (""Old"" Version)",7.8
Dalmore 12 (Late 1980's),8.8
Dalmore 12 (New Version),7.8
Dalmore 15,8.5
Dalmore 18,8.8
Dalmore 1967 Sirius,9.4
Dalmore 1971 Glenhaven,8.8
Dalmore 1974,8.5
Dalmore 1978 Sherry Finesse,7.5
Dalmore 1990 Cask No. 1,8.5
Dalmore 21,8.1
Dalmore 30 Stillman's Dram,8.5
Dalmore 40 Astrum,9.1
Dalmore Cigar Malt Reserve,8.1
Dalmore Distillery Exclusive Matusalem Finesse Whiskey,7.8
Dalmore Gran Reserva,8.1
Dalmore King Alexander III,8.5
Dalmore Mackenzie,8.5
Dalmore Valour,8.1
Dalwhinnie 15,7.8
Dalwhinnie 1995 Distiller's Edition,8.5
Dalwhinnie 25 (2015 Diageo Special Releases),8.1
Dalwhinnie House Stark,7.8
Dark Horse Distillery Reunion Rye Whiskey Barrel Strength,7.2
Darkness! Aberlour 20 Year Old Pedro Ximenez Cask Finish,8.8
David Nicholson 1843 (1980's),7.5
Daviess County Bourbon (circa 1982),7.8
Deanston 12,8.1
Deanston 18,8.5
Deanston 1977 Cadenhead's,8.1
Deanston 1996 Signatory Vintage,8.1
Deanston 20 Year Oloroso Cask,8.5
Deanston Festival 2013,8.5
Deanston Toasted Oak Limited Edition,8.1
Dewar's Signature,8.5
Dewar's White Label,7.2
Dimple Pinch 15,7.8
"Directors' Blend, The",8.5
Doble V Whisky Anejo,4.0
Dougherty's Private Stock (1912/1929),8.1
Drayman's Solera,7.2
Drum Whisky,7.2
Dry Fly Washington Wheat,7.5
Dufftown 1966 Cadenhead's,8.5
Dufftown 1985 Signatory,8.5
Dufftown 1993 Murray McDavid,8.1
Dufftown 1997 Signatory CS,8.5
"Dufftown Special Release, The Singleton Of",8.1
Dufftown-Glenlivet 1966 Cadenhead's,9.1
Dufftown-Glenlivet 1979 Cadenhead's,8.8
"Dufftown, The Singleton of",7.8
Dun Bheagan 8 Highland,7.8
Dun Bheagan 8 Island,7.8
Dun Bheagan 8 Islay,8.1
Dun Bheagan 8 Speyside,8.1
Dunlivet,7.2
E.H. Taylor Barrel Proof,8.8
E.H. Taylor Cured Oak,8.8
E.H. Taylor Jr. Old Fashioned Sour Mash,8.5
E.H. Taylor Rye,8.5
E.H. Taylor Single Barrel,8.1
E.H. Taylor Small Batch,8.5
E.H. Taylor Warehouse C Tornado Surviving Bourbon,7.8
Eades Islay Double Malt,8.1
Eagle Rare 10,7.8
Eagle Rare 10 (Harlen Wheatley Selection),8.5
Eagle Rare 101,9.1
Eagle Rare 101 (1979),8.5
Eagle Rare 17 (2005),8.8
Eagle Rare 17 (2006),8.5
Eagle Rare 17 (2007),7.5
Eagle Rare 17 (2011),8.5
Eagle Rare 17 (2013),8.5
Eagle Rare 17 (2015),7.8
Early Times Bourbon (1980s),7.5
Early Times Kentucky Whisky,7.2
Echo Spring (1917),8.5
Edradour 10,8.1
Edradour 1997,8.1
Edradour 2000 Sauternes Binny's Handpicked,8.5
Edradour 2001 12 yo Port Finish Straight from the Cask,7.8
Edradour 30,7.0
Edradour Ballechin 10 Heavily Peated,8.1
Edradour Barolo Cask,8.5
Edradour Caledonia 12,8.1
Elijah Craig 12,8.5
Elijah Craig 18 Single Barrel,8.5
Elijah Craig 18 Single Barrel (The Party Source),8.8
Elijah Craig 20,8.5
Elijah Craig 20 (Barrel #3742),8.5
Elijah Craig 21,8.1
Elijah Craig Barrel Proof Batch 1,8.8
Elijah Craig Barrel Proof Batch 11,8.5
Elijah Craig Barrel Proof Batch 2,8.8
Elijah Craig Barrel Proof Batch 3,8.5
Elijah Craig Barrel Proof Batch 4,8.5
Elijah Craig Barrel Proof Batch 5,8.5
Elijah Craig Barrel Proof Batch 6,8.8
Elijah Craig Barrel Proof Batch 7,8.1
Elijah Craig Barrel Proof Batch 8,8.5
Elijah Craig Barrel Proof Batch A117,8.8
Elijah Craig Small Batch,8.1
Ellenstown 10,8.5
Ellenstown 12,8.5
Ellington Canadian Whisky,4.0
Ellington Reserve,6.5
Elmer T. Lee 90th Birthday,8.5
Elmer T. Lee Commemorative,8.1
Elmer T. Lee Single Barrel ,8.5
Entrapment,7.5
Evan Williams,7.8
Evan Williams 23,8.5
Evan Williams 23 (Gift Shop Exclusive),7.8
Evan Williams BIB,8.1
Evan Williams Green,7.8
Evan Williams Single Barrel 1988,8.5
Evan Williams Single Barrel 1989,8.5
Evan Williams Single Barrel 1990,8.1
Evan Williams Single Barrel 1991,7.8
Evan Williams Single Barrel 1992,8.5
Evan Williams Single Barrel 1993,7.5
Evan Williams Single Barrel 1994,8.5
Evan Williams Single Barrel 1995,8.5
Evan Williams Single Barrel 1996,8.5
Evan Williams Single Barrel 1997,7.2
Evan Williams Single Barrel 1998,7.2
Evan Williams Single Barrel 1999,8.1
Evan Williams Single Barrel 2000,7.8
Evan Williams Single Barrel 2000 (The Party Source),8.5
Evan Williams Single Barrel 2003,8.5
Evermore 2002,7.8
Ezra Brooks 15 yo 101,8.8
Fairfax County BIB (1950),8.1
Fairlawn Bourbon (1916),9.1
Famous Grouse,7.2
Famous Grouse 12,8.1
Famous Grouse 12 Gold Reserve,8.1
Famous Grouse 18,8.5
Famous Grouse Vintage 1990 ,7.8
Faultline Blended Scotch,8.1
Faultline Bourbon,8.8
Faultline Single Highland Malt (K&L),7.8
Feckin Irish Whiskey,7.5
Fettercairn 1966 Sirius,9.1
Fettercairn 2008 Distiller's Art,7.8
Few Single Malt Whisky 14-9,7.0
Few Spirits Bourbon,7.0
Few Spirits Rye 2012 Single Cask Nation,7.8
Finlaggan Old Reserve,7.2
Flaming Heart Limited Edition,8.8
Forged Oak,7.8
Forty Creek Barrel Select,7.5
Forty Creek Confederation Oak,8.5
Forty Creek Copper Pot Reserve,8.5
Forty Creek Double Barrel Reserve,8.1
Forty Creek Heart of Gold,7.5
Forty Creek Port Wood Reserve,9.1
Forty Creek Three Grain,7.5
Four Roses (Yellow Label),7.8
Four Roses 120th Anniversary Bourbon JW 7-10,8.1
Four Roses 120th Anniversary Bourbon JW 7-1R,8.8
Four Roses 16 y Single Barrel OBSV 16 ,8.8
Four Roses 17y Single Barrel,9.1
"Four Roses 2016 Limited Edition Single Barrel Bourbon ""Elliott's Select""",8.8
Four Roses Al Young Limited Edition Small Batch,8.5
Four Roses Kentucky Bourbon Festival (Seven Grand),8.5
Four Roses Limited Edition Small Batch 2012,9.1
Four Roses Limited Edition Small Batch 2013,9.1
Four Roses Limited Edition Small Batch 2014,8.5
Four Roses Limited Edition Small Batch 2015,8.8
Four Roses Limited Edition Small Batch 2016,8.8
Four Roses Mariage Collection (2008),8.8
Four Roses Mariage Collection (2009),8.5
Four Roses Premium American Whiskey (1977),7.5
Four Roses Premium Light Whiskey,6.2
Four Roses Single Barrel,8.8
Four Roses Single Barrel (K&L #1),8.5
Four Roses Single Barrel (The Party Source) Barrel 80-2R,7.8
Four Roses Single Barrel 2011 Limited Edition,7.2
Four Roses Single Barrel 2013 Limited Edition,8.8
Four Roses Single Barrel 2014 Limited Edition,8.5
Four Roses Single Barrel Binny's #3,8.5
Four Roses Single Barrel Icons OBSF (Schneider's 2015),8.5
Four Roses Single Barrel Icons OBSK (Schneider's 2015),8.8
Four Roses Single Barrel Icons OBSO (Binny's 2015),8.8
Four Roses Single Barrel Icons OBSQ (Hi-Time 2015),8.8
Four Roses Single Barrel Icons OBSV (Julio's 2015),8.1
Four Roses Single Barrel Icons OESF (Liquor Barn 2015),8.5
Four Roses Single Barrel Icons OESK (Bayway 2015),9.1
Four Roses Single Barrel Icons OESO (Binny's 2015),8.8
Four Roses Single Barrel Icons OESQ (Liquor Barn 2015),8.5
Four Roses Single Barrel Icons OESV (Wally's 2015),9.1
Four Roses Single Barrel Jim Rutledge OBSV (Shopper's Vineyard),8.8
Four Roses Single Barrel OBSK (K&L),7.8
Four Roses Single Barrel OBSK (Paws & Claws),8.8
Four Roses Single Barrel OBSK (The Party Source),9.1
Four Roses Single Barrel OBSK 1999 (Binny's),9.1
Four Roses Single Barrel OBSK 2009 (East Bay Study Group),8.1
Four Roses Single Barrel OBSK Barrel 37-2L (The Party Source),8.8
Four Roses Single Barrel OBSK Binny's Barrel 4-2G,8.5
"Four Roses Single Barrel OBSO ""As Advertised""",9.1
Four Roses Single Barrel OBSO K&L,8.8
Four Roses Single Barrel OBSQ (Binny's),8.5
Four Roses Single Barrel OBSV  (Binny's),8.5
"Four Roses Single Barrel OBSV ""Goykh Smash""",8.5
Four Roses Single Barrel OBSV (1789b),9.1
Four Roses Single Barrel OBSV (Nasa Liquors),8.5
Four Roses Single Barrel OBSV (The Bourbon Society),8.1
Four Roses Single Barrel OBSV 2013 (K&L),8.5
"Four Roses Single Barrel OESF ""Angel Nips""",8.5
Four Roses Single Barrel OESK (Paws & Claws),8.1
Four Roses Single Barrel OESO (Binny's),8.8
"Four Roses Single Barrel OESQ ""Wheater""",8.5
Four Roses Single Barrel Paws & Claws/1789b #14,9.1
Four Roses Small Batch,8.1
Four Roses Super Premium,8.5
Garrison Brothers Bourbon,7.2
Gentleman Jack,7.5
George Dickel 14 (Park Avenue Liquors),8.8
George Dickel 14yr (The Party Source - Barrel 98K24A37-4-11),8.8
George Dickel 17,8.5
George Dickel 9yr (The Party Source - Barrel 03L29G78-3-21),8.5
George Dickel Barrel Select,8.5
George Dickel Cascade Hollow ,8.5
George Dickel No. 12,8.5
George Dickel No. 8,8.1
George Dickel Rye,8.1
George Dickel Sour Mash Whisky Hand Selected Barrel,8.5
George Dickel Special Barrel Reserve 10,8.1
George T. Stagg  2006,9.1
George T. Stagg 2007,9.4
George T. Stagg 2008,9.1
George T. Stagg 2009,9.4
George T. Stagg 2010,9.4
George T. Stagg 2011,9.1
George T. Stagg 2012,8.8
George T. Stagg 2013,8.8
George T. Stagg 2014,8.8
George T. Stagg 2015,9.1
Georgia Moon Corn Whiskey,7.5
Gibson's Finest Rare,7.0
Ginkgo,8.5
Girvan 1965 Jack Weibers ,9.1
Girvan 1965 Jim McEwan's Celtic Heartlands,7.8
Girvan 1990 Sovereign,7.8
